Order Date,Order Month,Order Year,Customer Name,Segment,Country,City,State,Region,Category,Sales,Quantity,Discount,Profit
21-07-2016,July,2016,Jason Gross,Corporate,United States,Newark,Ohio,East,Office Supplies,18.656,2,0.2,1.3992
21-07-2016,July,2016,Jason Gross,Corporate,United States,Newark,Ohio,East,Office Supplies,11.088,7,0.7,-8.1312
21-07-2016,July,2016,Jason Gross,Corporate,United States,Newark,Ohio,East,Office Supplies,66.688,1,0.2,4.168
21-07-2016,July,2016,Jason Gross,Corporate,United States,Newark,Ohio,East,Office Supplies,99.488,2,0.2,8.7052
11-06-2016,June,2016,Sanjit Engle,Consumer,United States,Seattle,Washington,West,Office Supplies,14.62,2,0,6.8714
11-06-2016,June,2016,Sanjit Engle,Consumer,United States,Seattle,Washington,West,Office Supplies,53.984,14,0.2,17.5448
11-06-2016,June,2016,Sanjit Engle,Consumer,United States,Seattle,Washington,West,Technology,389.97,3,0,132.5898
09-06-2015,June,2015,Trudy Glocke,Consumer,United States,Pocatello,Idaho,West,Furniture,355.36,4,0,92.3936
09-06-2015,June,2015,Trudy Glocke,Consumer,United States,Pocatello,Idaho,West,Technology,140.376,3,0.2,8.7735
27-10-2017,October,2017,Sally Hughsby,Corporate,United States,Dallas,Texas,Central,Office Supplies,15.84,2,0.2,5.544
27-10-2017,October,2017,Sally Hughsby,Corporate,United States,Dallas,Texas,Central,Office Supplies,8.448,2,0.2,2.64
22-01-2016,January,2016,Marc Crier,Consumer,United States,Seattle,Washington,West,Office Supplies,12.96,2,0,6.2208
28-05-2014,May,2014,Patrick Jones,Corporate,United States,Seattle,Washington,West,Technology,57.408,6,0.2,5.7408
28-05-2014,May,2014,Patrick Jones,Corporate,United States,Seattle,Washington,West,Technology,27.6,4,0,2.208
29-12-2014,December,2014,Zuschuss Carroll,Consumer,United States,Chicago,Illinois,Central,Furniture,38.976,3,0.6,-50.6688
28-07-2016,July,2016,Steve Carroll,Home Office,United States,Holland,Michigan,Central,Office Supplies,20.44,7,0,9.198
28-07-2016,July,2016,Steve Carroll,Home Office,United States,Holland,Michigan,Central,Office Supplies,109.92,2,0,53.8608
24-09-2016,September,2016,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,Central,Office Supplies,6.38,1,0,2.9348
24-09-2016,September,2016,Benjamin Patterson,Consumer,United States,Broken Arrow,Oklahoma,Central,Office Supplies,6.48,1,0,3.1104
02-04-2014,April,2014,Rob Dowd,Consumer,United States,Athens,Georgia,South,Office Supplies,15.84,3,0,7.128
02-04-2014,April,2014,Rob Dowd,Consumer,United States,Athens,Georgia,South,Technology,1049.93,7,0,293.9804
02-04-2014,April,2014,Rob Dowd,Consumer,United States,Athens,Georgia,South,Office Supplies,154.9,5,0,40.274
05-11-2015,November,2015,Ken Lonsdale,Consumer,United States,Seattle,Washington,West,Office Supplies,98.352,3,0.2,35.6526
28-07-2014,July,2014,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,South,Office Supplies,14.32,5,0.2,5.191
28-07-2014,July,2014,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,South,Furniture,129.888,6,0.2,12.9888
28-07-2014,July,2014,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,South,Office Supplies,48.944,7,0.2,16.5186
26-12-2015,December,2015,Roger Barcio,Home Office,United States,Houston,Texas,Central,Furniture,275.058,3,0.3,-90.3762
10-12-2015,December,2015,Kalyca Meade,Corporate,United States,Baltimore,Maryland,East,Office Supplies,27.36,9,0,9.3024
10-12-2015,December,2015,Kalyca Meade,Corporate,United States,Baltimore,Maryland,East,Office Supplies,44.75,5,0,20.585
10-12-2015,December,2015,Kalyca Meade,Corporate,United States,Baltimore,Maryland,East,Technology,134.99,1,0,36.4473
10-12-2015,December,2015,Kalyca Meade,Corporate,United States,Baltimore,Maryland,East,Office Supplies,26.4,5,0,12.672
10-12-2015,December,2015,Kalyca Meade,Corporate,United States,Baltimore,Maryland,East,Furniture,542.94,3,0,141.1644
05-05-2016,May,2016,Amy Hunt,Consumer,United States,San Francisco,California,West,Furniture,71.088,2,0.2,-1.7772
14-10-2017,October,2017,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,Office Supplies,27.396,9,0.8,-42.4638
14-10-2017,October,2017,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,Office Supplies,13.456,1,0.8,-23.548
05-11-2016,November,2016,Evan Bailliet,Consumer,United States,Laredo,Texas,Central,Office Supplies,11.84,1,0.2,4.44
03-11-2017,November,2017,Paul Gonzalez,Consumer,United States,San Francisco,California,West,Office Supplies,35.88,6,0,17.5812
24-11-2016,November,2016,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,East,Office Supplies,40.752,3,0.2,15.282
24-11-2016,November,2016,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,East,Technology,139.96,5,0.2,-22.7435
14-12-2014,December,2014,Sung Shariari,Consumer,United States,Marion,Ohio,East,Office Supplies,2.624,1,0.2,0.2952
14-12-2014,December,2014,Sung Shariari,Consumer,United States,Marion,Ohio,East,Furniture,136.53,1,0.4,-52.3365
14-12-2014,December,2014,Sung Shariari,Consumer,United States,Marion,Ohio,East,Technology,263.96,1,0.2,42.8935
03-11-2014,November,2014,Resi Pölking,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,11.64,3,0,3.3756
22-09-2017,September,2017,Shaun Chance,Corporate,United States,New York City,New York,East,Office Supplies,40.176,3,0.2,14.5638
08-05-2015,May,2015,Natalie Webber,Consumer,United States,New York City,New York,East,Furniture,79.44,3,0,30.1872
08-05-2015,May,2015,Natalie Webber,Consumer,United States,New York City,New York,East,Office Supplies,357.93,3,0,7.1586
08-05-2015,May,2015,Natalie Webber,Consumer,United States,New York City,New York,East,Furniture,127.764,2,0.1,21.294
08-05-2015,May,2015,Natalie Webber,Consumer,United States,New York City,New York,East,Technology,2799.944,7,0.2,1014.9797
08-05-2015,May,2015,Natalie Webber,Consumer,United States,New York City,New York,East,Office Supplies,19.44,3,0,9.3312
31-07-2017,July,2017,Katrina Willman,Consumer,United States,Chicago,Illinois,Central,Technology,36.792,1,0.2,4.1391
01-03-2014,March,2014,Hallie Redmond,Home Office,United States,New York City,New York,East,Technology,5.94,3,0,1.6038
25-09-2017,September,2017,Arthur Gainer,Consumer,United States,Richmond,Virginia,South,Office Supplies,177.55,5,0,47.9385
09-10-2015,October,2015,Brian Moss,Corporate,United States,Ann Arbor,Michigan,Central,Technology,619.95,5,0,111.591
09-10-2015,October,2015,Brian Moss,Corporate,United States,Ann Arbor,Michigan,Central,Technology,29.16,3,0,8.4564
09-10-2015,October,2015,Brian Moss,Corporate,United States,Ann Arbor,Michigan,Central,Office Supplies,57.96,7,0,27.2412
09-10-2015,October,2015,Brian Moss,Corporate,United States,Ann Arbor,Michigan,Central,Office Supplies,29.403,3,0.1,5.2272
29-03-2017,March,2017,Roger Demir,Consumer,United States,Lafayette,Indiana,Central,Office Supplies,81.4,5,0,21.164
14-11-2015,November,2015,Ken Black,Corporate,United States,Springfield,Oregon,West,Office Supplies,8.72,5,0.2,2.289
14-11-2015,November,2015,Ken Black,Corporate,United States,Springfield,Oregon,West,Technology,91.176,3,0.2,4.5588
14-11-2015,November,2015,Ken Black,Corporate,United States,Springfield,Oregon,West,Technology,159.968,4,0.2,29.994
26-09-2016,September,2016,Dorothy Wardle,Corporate,United States,San Francisco,California,West,Office Supplies,12.96,2,0,6.2208
22-09-2014,September,2014,Vivek Grady,Corporate,United States,Chicago,Illinois,Central,Office Supplies,331.536,3,0.2,-82.884
25-09-2015,September,2015,Dan Reichenbach,Corporate,United States,New York City,New York,East,Technology,899.91,9,0,395.9604
04-05-2015,May,2015,Anna Häberlin,Corporate,United States,Houston,Texas,Central,Technology,946.344,7,0.2,118.293
08-12-2017,December,2017,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,Technology,178.11,3,0,32.0598
08-12-2017,December,2017,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,1089.75,3,0,305.13
08-12-2017,December,2017,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,61.06,2,0,28.0876
08-12-2017,December,2017,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,Furniture,459.92,4,0,41.3928
08-12-2017,December,2017,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,27.52,4,0,12.6592
29-06-2017,June,2017,Dan Reichenbach,Corporate,United States,Milford,Connecticut,East,Furniture,638.82,9,0,185.2578
29-06-2017,June,2017,Dan Reichenbach,Corporate,United States,Milford,Connecticut,East,Office Supplies,30.69,3,0,7.9794
29-06-2017,June,2017,Dan Reichenbach,Corporate,United States,Milford,Connecticut,East,Furniture,25.16,2,0,8.5544
29-06-2014,June,2014,Jim Karlsson,Consumer,United States,New York City,New York,East,Office Supplies,13.92,3,0.2,4.872
20-01-2014,January,2014,Mark Van Huff,Consumer,United States,Los Angeles,California,West,Office Supplies,19.36,2,0,9.2928
20-01-2014,January,2014,Mark Van Huff,Consumer,United States,Los Angeles,California,West,Furniture,19.3,2,0,5.79
31-12-2016,December,2016,Becky Pak,Consumer,United States,San Francisco,California,West,Office Supplies,38.376,3,0.2,13.4316
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Office Supplies,12.96,2,0,6.3504
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Furniture,26.48,1,0,10.0624
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Technology,532.72,2,0.2,53.272
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Office Supplies,26.72,4,0,12.8256
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Office Supplies,20.04,3,0,9.6192
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Office Supplies,795.48,7,0,7.9548
28-03-2017,March,2017,Dave Hallsten,Corporate,United States,Fairfield,California,West,Furniture,21.56,7,0,6.8992
08-12-2016,December,2016,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,Technology,249.584,2,0.2,31.198
08-12-2016,December,2016,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,Technology,68.112,3,0.2,17.8794
08-12-2016,December,2016,Lena Hernandez,Consumer,United States,Greenville,North Carolina,South,Technology,16.56,3,0.2,-2.484
18-11-2017,November,2017,Dave Kipp,Consumer,United States,Long Beach,New York,East,Technology,74.95,5,0,36.7255
30-05-2014,May,2014,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,Central,Furniture,355.455,3,0.5,-184.8366
22-01-2016,January,2016,Frank Preis,Consumer,United States,San Diego,California,West,Office Supplies,44.4,3,0,22.2
22-01-2016,January,2016,Frank Preis,Consumer,United States,San Diego,California,West,Office Supplies,20.65,5,0,9.499
03-02-2016,February,2016,Liz Carlisle,Consumer,United States,Richmond,Kentucky,South,Furniture,866.4,4,0,225.264
29-03-2015,March,2015,Alan Shonely,Consumer,United States,Springfield,Virginia,South,Office Supplies,5.56,2,0,1.4456
14-10-2014,October,2014,Hunter Glantz,Consumer,United States,Fort Worth,Texas,Central,Office Supplies,3.16,4,0.8,-8.532
14-10-2014,October,2014,Hunter Glantz,Consumer,United States,Fort Worth,Texas,Central,Technology,1999.96,5,0.2,624.9875
11-08-2015,August,2015,Barry Weirich,Consumer,United States,Raleigh,North Carolina,South,Furniture,46.152,3,0.2,12.1149
22-11-2015,November,2015,Brosina Hoffman,Consumer,United States,Hialeah,Florida,South,Technology,32.985,3,0.5,-1.9791
30-12-2016,December,2016,Julie Prescott,Home Office,United States,Los Angeles,California,West,Office Supplies,481.32,4,0,125.1432
30-12-2016,December,2016,Julie Prescott,Home Office,United States,Los Angeles,California,West,Office Supplies,6.384,1,0.2,2.1546
12-08-2017,August,2017,Justin MacKendrick,Consumer,United States,Lake Forest,California,West,Office Supplies,542.94,3,0,152.0232
12-08-2017,August,2017,Justin MacKendrick,Consumer,United States,Lake Forest,California,West,Furniture,54.92,4,0,19.7712
03-11-2015,November,2015,Fred Hopkins,Corporate,United States,Long Beach,New York,East,Furniture,1448.82,10,0.1,209.274
10-09-2015,September,2015,Matt Collins,Consumer,United States,Seattle,Washington,West,Office Supplies,353.88,6,0,17.694
08-11-2014,November,2014,Emily Burns,Consumer,United States,Redding,California,West,Technology,333.576,3,0.2,25.0182
08-10-2016,October,2016,Peter McVee,Home Office,United States,San Antonio,Texas,Central,Office Supplies,60.144,6,0.2,20.2986
08-09-2017,September,2017,Alex Russell,Corporate,United States,Houston,Texas,Central,Technology,85.2,6,0.2,20.235
25-02-2015,February,2015,Sung Shariari,Consumer,United States,Leominster,Massachusetts,East,Office Supplies,3.15,1,0,1.512
25-02-2015,February,2015,Sung Shariari,Consumer,United States,Leominster,Massachusetts,East,Office Supplies,22.72,4,0,10.224
24-09-2015,September,2015,Shaun Chance,Corporate,United States,Los Angeles,California,West,Furniture,14.91,3,0,4.6221
24-09-2015,September,2015,Shaun Chance,Corporate,United States,Los Angeles,California,West,Office Supplies,1158.12,4,0,335.8548
26-11-2015,November,2015,Erin Ashbrook,Corporate,United States,Springfield,Missouri,Central,Technology,599.99,1,0,233.9961
31-08-2016,August,2016,Theone Pippenger,Consumer,United States,Waco,Texas,Central,Office Supplies,23.968,2,0.2,2.3968
12-04-2016,April,2016,Beth Paige,Consumer,United States,Los Angeles,California,West,Furniture,638.288,7,0.2,-31.9144
12-04-2016,April,2016,Beth Paige,Consumer,United States,Los Angeles,California,West,Office Supplies,13.208,1,0.2,4.6228
04-12-2016,December,2016,Liz MacKendrick,Consumer,United States,Auburn,New York,East,Office Supplies,15.528,3,0.2,5.823
04-12-2016,December,2016,Kean Takahito,Consumer,United States,San Francisco,California,West,Office Supplies,104.85,1,0,50.328
11-11-2014,November,2014,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Office Supplies,30.48,3,0,7.9248
11-11-2014,November,2014,Arthur Prichep,Consumer,United States,Los Angeles,California,West,Furniture,112.648,1,0.2,11.2648
02-04-2015,April,2015,John Dryer,Consumer,United States,Los Angeles,California,West,Technology,71.976,3,0.2,24.2919
12-12-2015,December,2015,Xylona Preis,Consumer,United States,Chico,California,West,Office Supplies,2.21,1,0,0.5967
12-12-2015,December,2015,Xylona Preis,Consumer,United States,Chico,California,West,Office Supplies,15.52,4,0,7.4496
12-12-2015,December,2015,Xylona Preis,Consumer,United States,Chico,California,West,Office Supplies,36.44,4,0,16.398
02-10-2017,October,2017,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,Furniture,217.764,6,0.7,-384.7164
02-10-2017,October,2017,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,Office Supplies,39.072,6,0.2,4.3956
02-10-2017,October,2017,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,Office Supplies,22.638,7,0.7,-16.6012
02-10-2017,October,2017,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,Office Supplies,95.144,7,0.2,10.7037
10-04-2017,April,2017,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,South,Furniture,12.32,5,0.2,1.848
10-04-2017,April,2017,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,South,Office Supplies,4.419,3,0.7,-3.0933
29-09-2017,September,2017,Patrick Gardner,Consumer,United States,Bakersfield,California,West,Office Supplies,35,7,0,16.8
29-09-2017,September,2017,Patrick Gardner,Consumer,United States,Bakersfield,California,West,Furniture,72.784,1,0.2,0
29-09-2017,September,2017,Patrick Gardner,Consumer,United States,Bakersfield,California,West,Office Supplies,97.84,2,0,25.4384
29-09-2017,September,2017,Patrick Gardner,Consumer,United States,Bakersfield,California,West,Furniture,51.75,1,0,15.525
29-09-2017,September,2017,Patrick Gardner,Consumer,United States,Bakersfield,California,West,Office Supplies,46.672,2,0.2,16.3352
29-09-2014,September,2014,Lisa DeCherney,Consumer,United States,New York City,New York,East,Office Supplies,1395.54,9,0,362.8404
29-09-2014,September,2014,Lisa DeCherney,Consumer,United States,New York City,New York,East,Furniture,117.36,4,0,36.3816
29-09-2014,September,2014,Lisa DeCherney,Consumer,United States,New York City,New York,East,Office Supplies,18.9,3,0,8.694
29-09-2014,September,2014,Lisa DeCherney,Consumer,United States,New York City,New York,East,Office Supplies,77.52,2,0,37.9848
20-08-2014,August,2014,Craig Reiter,Consumer,United States,Chicago,Illinois,Central,Furniture,421.372,2,0.3,-6.0196
11-07-2014,July,2014,Michael Nguyen,Consumer,United States,El Paso,Texas,Central,Technology,575.968,4,0.2,43.1976
11-07-2014,July,2014,Michael Nguyen,Consumer,United States,El Paso,Texas,Central,Office Supplies,10.368,2,0.2,3.6288
22-03-2015,March,2015,Ruben Dartt,Consumer,United States,Thousand Oaks,California,West,Technology,15.984,2,0.2,1.1988
12-05-2017,May,2017,Julie Prescott,Home Office,United States,Springfield,Ohio,East,Office Supplies,10.272,3,0.2,1.1556
13-11-2017,November,2017,Katrina Edelman,Corporate,United States,Dallas,Texas,Central,Office Supplies,61.792,4,0.2,6.1792
13-11-2017,November,2017,Katrina Edelman,Corporate,United States,Dallas,Texas,Central,Furniture,205.9992,3,0.32,-27.2646
04-09-2016,September,2016,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,12.192,3,0.2,4.1148
04-09-2016,September,2016,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,87.168,2,0.2,8.7168
04-09-2016,September,2016,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,Office Supplies,31.744,2,0.2,8.3328
06-02-2016,February,2016,Karen Bern,Corporate,United States,Chattanooga,Tennessee,South,Furniture,132.224,4,0.2,-18.1808
22-03-2015,March,2015,Justin Deggeller,Corporate,United States,San Diego,California,West,Office Supplies,105.52,4,0,48.5392
22-03-2015,March,2015,Justin Deggeller,Corporate,United States,San Diego,California,West,Furniture,91.96,2,0,15.6332
22-03-2015,March,2015,Justin Deggeller,Corporate,United States,San Diego,California,West,Technology,1487.976,3,0.2,185.997
02-07-2015,July,2015,Steven Roelle,Home Office,United States,New York City,New York,East,Office Supplies,19.44,3,0,9.3312
15-06-2015,June,2015,Amy Cox,Consumer,United States,Tampa,Florida,South,Technology,11.672,1,0.2,-0.7295
26-11-2014,November,2014,Lynn Smith,Consumer,United States,Utica,New York,East,Technology,279.96,4,0,78.3888
26-11-2014,November,2014,Lynn Smith,Consumer,United States,Utica,New York,East,Office Supplies,12.912,3,0.2,4.6806
26-11-2014,November,2014,Lynn Smith,Consumer,United States,Utica,New York,East,Office Supplies,17.088,4,0.2,5.7672
26-11-2014,November,2014,Lynn Smith,Consumer,United States,Utica,New York,East,Office Supplies,93.15,9,0,44.712
26-11-2014,November,2014,Lynn Smith,Consumer,United States,Utica,New York,East,Office Supplies,11.52,4,0,5.6448
12-05-2017,May,2017,Charles Sheldon,Corporate,United States,San Francisco,California,West,Office Supplies,238.62,2,0,4.7724
12-05-2017,May,2017,Charles Sheldon,Corporate,United States,San Francisco,California,West,Office Supplies,7.77,1,0,2.0979
12-05-2017,May,2017,Charles Sheldon,Corporate,United States,San Francisco,California,West,Furniture,285.48,5,0.2,-10.7055
12-05-2017,May,2017,Charles Sheldon,Corporate,United States,San Francisco,California,West,Office Supplies,19.168,4,0.2,6.4692
02-05-2014,May,2014,Andrew Roberts,Consumer,United States,Columbus,Ohio,East,Office Supplies,26.136,3,0.2,1.9602
03-09-2017,September,2017,Katrina Bavinger,Home Office,United States,New York City,New York,East,Office Supplies,419.4,4,0,201.312
03-09-2017,September,2017,Katrina Bavinger,Home Office,United States,New York City,New York,East,Furniture,90.801,1,0.1,14.1246
03-09-2017,September,2017,Katrina Bavinger,Home Office,United States,New York City,New York,East,Furniture,181.764,2,0.1,-8.0784
03-09-2017,September,2017,Katrina Bavinger,Home Office,United States,New York City,New York,East,Office Supplies,5.56,2,0,2.224
03-12-2016,December,2016,Michael Moore,Consumer,United States,Richmond,Indiana,Central,Furniture,581.96,2,0,104.7528
03-12-2016,December,2016,Michael Moore,Consumer,United States,Richmond,Indiana,Central,Furniture,29.98,1,0,8.0946
18-07-2015,July,2015,Roland Fjeld,Consumer,United States,San Diego,California,West,Technology,519.96,4,0,176.7864
21-07-2016,July,2016,Beth Paige,Consumer,United States,Concord,North Carolina,South,Office Supplies,6.264,3,0.2,2.0358
21-07-2016,July,2016,Beth Paige,Consumer,United States,Concord,North Carolina,South,Furniture,363.92,5,0.2,0
09-06-2015,June,2015,Max Jones,Consumer,United States,Miami,Florida,South,Office Supplies,64.2,5,0.7,-42.8
09-06-2015,June,2015,Max Jones,Consumer,United States,Miami,Florida,South,Office Supplies,38.52,3,0.7,-26.964
09-06-2015,June,2015,Max Jones,Consumer,United States,Miami,Florida,South,Technology,72.6,5,0.2,-8.1675
27-11-2017,November,2017,Doug O'Connell,Consumer,United States,Los Angeles,California,West,Technology,57.568,4,0.2,5.7568
27-03-2015,March,2015,Mark Van Huff,Consumer,United States,Seattle,Washington,West,Office Supplies,83.7,5,0,3.348
22-09-2015,September,2015,Michael Grace,Home Office,United States,Arlington,Virginia,South,Office Supplies,32.4,5,0,15.552
22-09-2015,September,2015,Michael Grace,Home Office,United States,Arlington,Virginia,South,Furniture,47.98,2,0,11.0354
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Technology,415.968,4,0.2,51.996
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Office Supplies,304.9,5,0,6.098
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Furniture,80.96,4,0,29.1456
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Office Supplies,777.21,7,0,54.4047
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Office Supplies,32.4,5,0,15.552
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Furniture,225.568,2,0.2,2.8196
17-11-2015,November,2015,Brian Stugart,Consumer,United States,San Diego,California,West,Furniture,36.6,3,0,15.372
10-11-2015,November,2015,Philisse Overcash,Home Office,United States,Roseville,Minnesota,Central,Office Supplies,715.64,2,0,178.91
10-11-2015,November,2015,Philisse Overcash,Home Office,United States,Roseville,Minnesota,Central,Office Supplies,795.51,3,0,143.1918
10-11-2015,November,2015,Philisse Overcash,Home Office,United States,Roseville,Minnesota,Central,Technology,549.99,1,0,274.995
10-11-2015,November,2015,Philisse Overcash,Home Office,United States,Roseville,Minnesota,Central,Office Supplies,74.76,3,0,34.3896
10-11-2015,November,2015,Philisse Overcash,Home Office,United States,Roseville,Minnesota,Central,Furniture,29.22,3,0,12.8568
10-09-2014,September,2014,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,South,Office Supplies,9.64,2,0,4.7236
05-08-2015,August,2015,Anna Häberlin,Corporate,United States,Dallas,Texas,Central,Office Supplies,33.488,7,0.2,-1.2558
05-08-2015,August,2015,Anna Häberlin,Corporate,United States,Dallas,Texas,Central,Office Supplies,23.04,3,0.2,-4.896
05-08-2015,August,2015,Anna Häberlin,Corporate,United States,Dallas,Texas,Central,Office Supplies,1.362,1,0.8,-2.1792
05-08-2015,August,2015,Anna Häberlin,Corporate,United States,Dallas,Texas,Central,Furniture,14.76,5,0.6,-11.439
03-09-2017,September,2017,Joe Kamberova,Consumer,United States,Concord,California,West,Furniture,239.666,2,0.15,14.098
01-11-2015,November,2015,MaryBeth Skach,Consumer,United States,Conway,Arkansas,South,Furniture,301.96,2,0,45.294
29-04-2015,April,2015,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,7.968,2,0.2,2.8884
01-05-2016,May,2016,Chris McAfee,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,109.92,2,0,53.8608
01-05-2016,May,2016,Chris McAfee,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,19.44,3,0,9.3312
01-05-2016,May,2016,Chris McAfee,Consumer,United States,Little Rock,Arkansas,South,Office Supplies,11.16,2,0,4.3524
05-08-2014,August,2014,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,East,Office Supplies,79.47,3,0,22.2516
05-08-2014,August,2014,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,East,Office Supplies,4.56,2,0,2.0064
05-08-2014,August,2014,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,East,Furniture,1133.35,5,0,294.671
04-01-2016,January,2016,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,4.672,1,0.2,0.584
04-01-2016,January,2016,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,104.58,6,0.7,-80.178
07-11-2016,November,2016,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,West,Furniture,1603.136,4,0.2,100.196
14-06-2016,June,2016,Ed Braxton,Corporate,United States,Anaheim,California,West,Furniture,1293.488,7,0.2,80.843
24-09-2016,September,2016,Ruben Dartt,Consumer,United States,Bloomington,Indiana,Central,Furniture,127.95,3,0,21.7515
30-03-2017,March,2017,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,Office Supplies,59.76,1,0,16.7328
04-06-2017,June,2017,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,South,Office Supplies,108.08,7,0,54.04
04-06-2017,June,2017,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,South,Office Supplies,9.54,3,0,4.3884
07-04-2015,April,2015,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,11.736,3,0.2,1.0269
21-05-2014,May,2014,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,Office Supplies,447.86,7,0,219.4514
21-05-2014,May,2014,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,Office Supplies,17.94,3,0,8.7906
21-05-2014,May,2014,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,East,Office Supplies,245.88,6,0,68.8464
05-09-2016,September,2016,Mark Van Huff,Consumer,United States,New York City,New York,East,Office Supplies,192.16,4,0,92.2368
18-09-2016,September,2016,Jane Waco,Corporate,United States,San Diego,California,West,Furniture,801.568,2,0.2,50.098
18-09-2016,September,2016,Jane Waco,Corporate,United States,San Diego,California,West,Office Supplies,368.91,9,0,180.7659
18-09-2016,September,2016,Jane Waco,Corporate,United States,San Diego,California,West,Furniture,885.528,9,0.2,-99.6219
13-03-2016,March,2016,Edward Hooks,Corporate,United States,San Francisco,California,West,Furniture,28.28,2,0,7.3528
13-03-2016,March,2016,Edward Hooks,Corporate,United States,San Francisco,California,West,Office Supplies,4912.59,3,0,196.5036
16-10-2014,October,2014,Lynn Smith,Consumer,United States,San Francisco,California,West,Office Supplies,14.352,3,0.2,5.0232
16-10-2014,October,2014,Lynn Smith,Consumer,United States,San Francisco,California,West,Technology,179.97,3,0,86.3856
08-10-2017,October,2017,Barry Pond,Corporate,United States,Cranston,Rhode Island,East,Office Supplies,42.76,1,0,11.1176
07-05-2015,May,2015,Chris Cortes,Consumer,United States,Owensboro,Kentucky,South,Office Supplies,45.68,2,0,21.0128
14-04-2016,April,2016,Jill Matthias,Consumer,United States,Baltimore,Maryland,East,Office Supplies,25.06,2,0,11.7782
21-11-2016,November,2016,Roger Demir,Consumer,United States,Chicago,Illinois,Central,Office Supplies,38.432,1,0.2,13.4512
21-11-2016,November,2016,Roger Demir,Consumer,United States,Chicago,Illinois,Central,Office Supplies,21.568,2,0.2,1.6176
21-11-2016,November,2016,Roger Demir,Consumer,United States,Chicago,Illinois,Central,Technology,81.576,3,0.2,2.0394
10-09-2017,September,2017,Shahid Shariari,Consumer,United States,Atlanta,Georgia,South,Office Supplies,2.78,1,0,1.3622
09-09-2017,September,2017,Keith Dawkins,Corporate,United States,Los Angeles,California,West,Office Supplies,99.87,3,0,23.9688
